sample_idx,doc_id,party,year,text,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
498,ParlaMint-NL_2017-04-18-tweedekamer-3.u6,PvdA,2017,"Dank voor de toezegging. Natuurlijk staat de aankopende makelaar de koper bij. In de makelaarssector moet het echter ook een beetje ordentelijk en netjes gaan. Je ziet dat de huizenmarkt overspannen is. Je ziet dat mensen al een bod uitbrengen zonder dat de partner het huis heeft gezien en dan ook nog zonder financieringsvoorbehoud, terwijl je een boete van 10% krijgt als het misgaat. Mijn laatste vraag is de volgende. We zien steeds meer opkopers, terwijl er in veel gebieden al te weinig woningen zijn. Die opkopers, investeringsfondsen kunnen zonder financieringsvoorbehoud bieden.",1,1,1,1,1,1,1
499,ParlaMint-NL_2018-11-14-tweedekamer-10.u413,PvdD,2018,"En dat was even de controlevraag, want de cijfers die erachter zitten gaan uit van een gemiddeld groeipercentage van 2,2% per jaar gedurende twaalf jaar. Nou, dat is eigenlijk nog nooit voorgekomen. Zolang die groei van 2,2% per jaar niet losgekoppeld is van CO-uitstoot — en dat is niet het geval — groei je dus met meer CO-uitstoot, terwijl je nou net minder CO-uitstoot zou moeten hebben.",2,1,3,1,1,1,1
500,ParlaMint-NL_2019-11-12-tweedekamer-12.u108,D66,2019,"Voorzitter. Dat brengt me bij de maatregelen uit het Klimaatakkoord. Ik had het er al even over dat we de vliegbelasting en de CO-heffing voor de industrie hier nog apart behandelen. Maar in dit voorstel zit inderdaad ook een aanpassing van de ODE-tarieven. Met een groot aantal van de hier aanwezige collega's heb ik een petitie in ontvangst genomen, ingediend namens de glastuinbouw en in het bijzonder namens tuinbouwers die al zijn overgeschakeld naar elektrisch. Zij gebruiken dus al geen gas meer. En een aantal sprekers hebben het eerder ook al gehad over de relatie tussen die hogere ODE-heffing en de misschien ruimere toegang tot die SDE-regeling, dus de subsidie voor duurzame energie. Ik zie de heer Mulder bij de interruptiemicrofoon staan. Ik spreek nog één zin uit, voorzitter, want dan ben ik uitgesproken over deze wet. De youngtimerregeling blijft mij verbazen. Op 11 november hoorden wij weer dat oude auto's, auto's ouder dan vijftien jaar, verantwoordelijk zijn voor 35% van de stikstofuitstoot in het verkeer.",4,1,2,1,2,1,2
501,ParlaMint-NL_2018-12-20-tweedekamer-8.u131,GroenLinks,2018,"Ja, voorzitter, eigenlijk wel, omdat we dit eerder ook in het AO hebben besproken. Stel nou dat organisaties die al in dat gebied aanwezig zijn, zelf zouden aangeven bereid te zijn om die volstrekt onschuldige kinderen te halen en te begeleiden. Kan de Nederlandse regering daarbij dan desgevraagd ondersteuning bieden?",1,1,1,1,1,1,1
502,ParlaMint-NL_2020-03-11-tweedekamer-10.u82,D66,2020,"Precies. Ik vind dat wel een zoektocht. Je kunt iedereen €10 teruggeven met een label ""dit is de €10 van de vliegbelasting"", maar dat zie ik ook niet helemaal werken. Volgens mij zijn wij het gewoon helemaal met elkaar eens. Ik vind het goed om hier te benadrukken dat met de opbrengst de inkomstenbelasting naar beneden gaat. Dit is een ultieme maatregel. Wij vinden het gewoon rechtvaardig dat je uitstoot een prijs geeft en dat je niet sommige sectoren een totale belastingvrijstelling geeft.",4,3,1,1,1,1,2
503,ParlaMint-NL_2018-02-22-tweedekamer-22.u9,VVD,2018,"Ik begrijp dat mensen zich zorgen maken als je leest dat water in de rivier te vies is of dat bijvoorbeeld de waterkwaliteit gevaar loopt in verband met lozingen. Maar Nederlands drinkwater is veilig, het is schoon en van zeer hoge kwaliteit. In Nederland kunnen we het water ook direct uit de kraan drinken — dat kan lang niet overal ter wereld — en ik moet erbij zeggen: het is nog hartstikke lekker ook! Als VVD willen we dat ook graag zo houden. Dat doen we door strenge afspraken te maken over lozingen en de zuivering van water. De minister moet op haar beurt aangeven wat de oorzaken zijn als er sprake is van verontreiniging en hoe die kan worden teruggedrongen. De ervaring leert dat, als het gaat om drinkwater en het vaststellen van de waterkwaliteit, er altijd veel discussie is over de normen en de oorzaken.",1,1,1,1,3,1,1
504,ParlaMint-NL_2017-02-07-tweedekamer-21.u161,PVV,2017,"Ik vervolg mijn betoog over het toekomstige energiebeleid. Gedurende de paar miljard jaar dat onze aarde al bestaat, is het klimaat voortdurend veranderd. Het antwoord van mens en dier op die klimaatverandering is altijd geweest dat wij ons hebben aangepast. Mijnheer Darwin heeft daar zelfs een vrij bekend boek over geschreven. Dat aanpassen doen wij als maatschappij door te innoveren. Op die innovatie hebben wij onze welvaart gebouwd. Het stenen tijdperk is niet geëindigd door een verbod op het gebruik van stenen, maar door te innoveren. Het gebruik van fossiele brandstoffen verbieden in ruil voor subsidies, zoals veel partijen hier bepleiten, gaat geen eind maken aan het fossiele tijdperk. Innovaties die voor een beter en goedkoper alternatief voor fossiele brandstoffen zorgen, gaan wel een einde maken aan het fossiele tijdperk. Helaas biedt dit kabinet daar geen ruimte voor, want het heeft gekozen voor een subsidiegedreven energietransitie. Na vier jaar energiebeleid van deze VVD-minister ziet de toekomst van onze energievoorziening er somber uit. Meer dan 20 miljard aan subsidies heeft deze VVD-minister uitgedeeld, waarvoor heel Nederland in de toekomst de rekening kan gaan betalen. Dat is slechts het begin, want in de Energieagenda lezen we dat na 2020 volgens McKinsey tussen 10 miljard euro en 15 miljard euro per jaar aan subsidie nodig is om de doelstellingen van 2050 te halen. Dat is een krankzinnig bedrag. Hebben die vele miljarden tot dusver bijgedragen aan een energievoorziening die niet afhankelijk is van fossiele brandstoffen? Het antwoord is nee. In de brief van vorige week zien we namelijk dat verreweg het meeste geld is besteed aan biomassa ofwel Canadese houtsnippers die we hier in kolencentrales verstoken. Volgens de EU is dat duurzaam. Volgens de PVV is dat ronduit idioot: een houtvuurtje stoken om duurzame energie op te wekken, en dat in de eenentwintigste eeuw. Een ander groot deel van het budget gaat op aan windturbines, een eeuwenoude onrendabele techniek, waarvan de enige innovatie is dat zij steeds hoger worden en steeds meer overlast veroorzaken voor steeds meer mensen in ons land. Een van de doelen van het energieakkoord was om zekerheid op lange termijn te bieden. De PVV wil ook graag dat de minister zekerheid biedt. Daarom vragen wij de minister om de volgende zekerheden. Kan de minister garanderen dat Nederland in de toekomst concurrerende energieprijzen houdt voor het bedrijfsleven? Kan de minister garanderen dat energie voor Nederlandse huishoudens betaalbaar blijft? En kan de minister garanderen dat hij toekomstige generaties niet opzadelt met een onbetaalbare en onbetrouwbare energievoorziening? Concluderend, dankzij het energiebeleid van deze minister blijven we voorlopig afhankelijk van fossiele brandstoffen, of we dat nou leuk vinden of niet.",5,2,2,1,1,1,3
505,ParlaMint-NL_2018-09-19-tweedekamer-2.u74,PVV,2018,"Ik zei het al eerder: ik zal, meneer Pechtold, iedere dag, iedere dag hier opnieuw strijden voor onze vrijheid; dat doe ik al veertien jaar en langer. Dat dat morgen geen meerderheid haalt, prima. Dat u zegt: dat wetsvoorstel zal nooit een meerderheid halen, dat zou verschrikkelijk zijn. Maar wacht u maar af. Er is ook een leven na Alexander Pechtold, meneer Pechtold. Er kan hier weet ik wat allemaal veranderen en dat wetsvoorstel van ons dat pleit voor onze vrijheid ... Nogmaals, ik vind het een historisch voorstel en je dient een historisch voorstel niet om omdat je bij voorbaat weet dat het een meerderheid haalt, maar omdat het nodig is voor Nederland. Dit wetsvoorstel zorgt voor onze vrijheid, het behoud van onze vrijheid.",1,1,1,1,1,1,1
506,ParlaMint-NL_2019-12-03-eerstekamer-9.u112,VVD,2019,"De heer Vendrik onderschrijft totaal mijn inzet. Als je spreekt over een goede energiemix, hoort windenergie daarbij. Ik moet wel vertellen dat offshore windparken een veel snellere afschrijvingstijd hebben dan een kerncentrale en dat daar enorm veel nadelen aan zitten, ook milieutechnisch. Vandaar dat ik de ministers woorden onderschrijf dat geen enkele energiebron of -drager alleen maar negatieve effecten heeft. Ze hebben allemaal hun voor- en nadelen, ook windenergie.",4,1,1,1,2,1,1
507,ParlaMint-NL_2020-02-13-tweedekamer-7.u57,PvdD,2020,"Voorzitter. De Partij voor de Dieren heeft, omdat de minister de opening gaf — dank daarvoor — om fundamenteel te kijken naar het probleem, tien voorstellen gedaan. Ik heb ze iedereen al gemaild, ook de minister. Ik heb ze ook bij me. Het is een tienpuntenplan voor de transparantie en de verandering die nodig zijn in de veehouderij. De slachttempo's moeten verlaagd worden. Ik ben wel verbaasd dat de minister op televisie zei dat ze dat wettelijk ging regelen en nu in de brief aan de Kamer zegt dat ze gaat overleggen wat het bedrijfsleven daar zelf eigenlijk handig in vindt. Dat weten we toch? Bij 650 varkens per uur weet je dat je niet goed kunt kijken of het wel goed gaat met de dieren. Die worden aangeleverd. Gaat het wel goed met de voedselveiligheid?",1,3,2,1,2,1,1
508,ParlaMint-NL_2019-12-16-eerstekamer-4.u19,D66,2019,"Daar hebt u gelijk in. Morgen zou ik dat voorbeeld noemen, maar ik kan het nu ook noemen: de boeren van Schiermonnikoog. Zij zien wat stikstofuitstoot doet met de natuur in dit nationale en Europese UNESCO-Werelderfgoedgebied.",1,1,1,1,3,1,1
509,ParlaMint-NL_2018-09-19-tweedekamer-2.u195,VVD,2018,"Daarnaast zou het goed zijn als er in het project van verduurzaming niet alleen wordt gekeken naar de grote klappen. Er zijn nu heel veel mensen in Nederland die willen meedoen maar die daar niet per se alles voor willen opgeven. Het is aan ons om mensen hierin mee te nemen en gerust te stellen, want dit brengt zorgen mee die rechtstreeks raken aan je huishouden en je gezin. Moet dan nu alles wijken? Is er dan geen ander belang meer dan duurzaamheid?",2,1,1,1,1,1,3
510,ParlaMint-NL_2019-12-03-eerstekamer-9.u298,PvdD,2019,Voorzitter. De minister is wat mijn fractie betreft ook onvoldoende ingegaan op het voortschrijdend inzicht dat biomassa leidt tot hogere uitstoot dan kolen- en gascentrales. De verhoogde CO-uitstoot kan niet worden opgenomen door nieuwe aanplant binnen het tijdsvenster dat ons volgens de klimaatwetenschap nog resteert.,1,1,4,1,2,3,1
511,ParlaMint-NL_2017-04-19-tweedekamer-8.u127,VVD,2017,"De eerste vraag gaat over het behouden van de eenheid tussen de 27 EU-lidstaten. Daar zullen we hard aan werken. Ik ben het eens met fracties, onder andere die van D66, maar ook die van 50PLUS, dat het van belang is om de eenheid te bewaren. Ik merk ook dat de collega's dat willen. Het is belangrijk dat het proces dat is uitgezet door de voorzitter van de Europese Raad dienstig is om die eenheid ook de komende tijd te behouden.",1,1,1,1,1,1,1
512,ParlaMint-NL_2017-02-09-tweedekamer-9.u72,D66,2017,"Europa doet nog veel te weinig op het gebied van duurzaamheid en klimaat. Daarover ben ik het volledig met mevrouw Ouwehand eens. Daarom pleiten wij juist voor een vergaande samenwerking bij het gezamenlijk inkopen van energie, opdat de energierekening van de Europese mensen lager wordt en de uitstoot veel verder omlaag kan worden gebracht.",3,1,1,2,2,1,1
513,ParlaMint-NL_2021-04-15-tweedekamer-4.u21,D66,2021,"O, sorry. Inderdaad, nu zie ik ze. Zwolle-Deventer, eventueel aangevuld met Apeldoorn; zo zeg ik het goed. Ik ken de belangstelling van de heer Koerhuis voor deze regio. Ik vind het ook een hele belangrijke regio; laat ik dat vooropstellen. Dat heb ik ook al vaker gezegd. We hebben bijvoorbeeld de spoorzone van Zwolle aangewezen als een van de veertien locaties waar het Rijk extra aandacht voor heeft. Het is ook een onderdeel van de verstedelijkingsstrategie. Het is dus ook een gebied in het kader van de NOVI. We hebben dus heel veel aandacht voor het gebied als zodanig. We hebben bij de woondeals echter gekozen voor de gebieden die gewoon in aantallen de grootste woningtekorten hebben en waar ook nog andere dingen spelen, bijvoorbeeld excessen op de woningmarkt en een groot tekort aan betaalbare woningen. Daar is de keuze dus niet gevallen op de regio Zwolle. Samenwerking met de regio Zwolle is goed, maar het lijkt mij in deze demissionaire fase van het kabinet, volop bezig met de uitvoering van de woondeals die er zijn en volop bezig met zorgen dat de woningbouwimpuls en het Volkshuisvestingsfonds allemaal gewoon hun werk doen, niet logisch nog een woondeal te gaan sluiten.",1,1,1,1,1,1,1
514,ParlaMint-NL_2019-11-19-tweedekamer-17.u306,PvdD,2019,"Hetzelfde geldt voor het gesleutel aan veevoer: een poedertje hier voor minder methaan en een enzym daar voor wat minder stikstof. Ook de luchtvaartplannen werken het klimaatbeleid van deze minister tegen. Voorzitter. Dan de biomassa. We moeten er wat over zeggen. De biomassaplannen van het kabinet werken averechts. In de stikstofcrisis heeft het kabinet totaal geen zicht op de stikstofuitstoot die de vele honderden biomassacentrales zullen veroorzaken. Kan de minister de Kamer informeren over de te verwachten uitstoot en hoe hij daar ruimte voor denkt te vinden? Voorzitter. Naast stikstof negeert de minister ook de vele malen hogere CO-uitstoot van houtige biomassa, omdat hij die volgens hem niet mee hoeft te tellen volgens de EU-regels. Daarmee werkt hij direct zijn eigen tonnenjacht tegen, want wat gaat hij nou doen wanneer de EU tot haar zinnen komt en besluit dat biomassa niet meer telt als duurzaam of als half duurzaam? Nu zelfs de wetenschap expliciet waarschuwt en een verzameling van Europese wetenschappers aangeeft dat het biomassabeleid averechts werkt en dus een verspilling is van gemeenschapsgeld, reageert de klimaatminister in één keer met de uitspraak dat het allemaal klimaatwetenschappers zijn die allerlei dingen beweren. Het is overigens niet alleen de wetenschap die in verweer komt tegen dit beleid. Ook in de maatschappij groeit het verzet en zelfs vanuit het buitenland wordt Nederland steeds vaker aangesproken op de natuurvernietiging die zij daar financiert. Ook de Eerste Kamer sprak zich recent via een motie van de Partij voor de Dieren uit tegen nieuwe subsidies op houtbijstook en gaf aan niet langer te geloven in de zogenaamde de klimaatwinst die het zou bieden. En vandaag nog nam deze Kamer de volgende stap door aan te geven dat zij wildgroei echt ongewenst acht. Dus wanneer stopt de minister met zogenaamd het klimaat te redden ten koste van het klimaat? En hoeveel beschikbare subsidie kan hij nog terughalen? Zijn er subsidies verleend aan projecten die door de stikstofcrisis niet door kunnen gaan? Gaat ons dat opnieuw geld kosten en, zo ja, hoeveel? Hoe gaat hij voorkomen dat er nieuwe subsidies verstrekt worden? De vraag is dus eigenlijk wanneer de minister zijn biomassabeleid gaat herzien. Voorzitter. De Partij voor de Dieren waarschuwde dit kabinet al regelmatig dat het hard op weg is om ecocide te plegen, bewuste schade en afbraak van onze ecosystemen met ontwrichting tot gevolg. Landbouw, luchtvaart en industrie: telkens zijn klimaat, leefomgeving en in sommige gevallen zelfs de veiligheid het slachtoffer. Klaas van Egmond zei het zo: ""Het is nog steeds niet doorgedrongen dat het in een eindige wereld niet mogelijk is om eindeloos te groeien."" Voorzitter. Tot slot. Het hof oordeelde dat de Staat zijn zorgplicht schendt. Jongeren kwamen massaal in actie tegen het falende klimaatbeleid en zullen dat blijven doen, zolang het politieke leiderschap uitblijft.",2,3,4,1,5,2,3
