original_index,party,year,source_file,pages,text,relevance_reason,climate_topics,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization,dominant_frame,dominant_frame_score,n_frames_present,has_parse_failure
1140,pvdd,2012,pvdd-2012.pdf,20-22,Er komt een nationaal bestemmingsplan voor de ondergrond. Via zonering worden locaties toegewezen voor warmte- en koudeopslag. CO2-opslag en de opslag van kernafval worden nergens toegestaan.,Dit gaat over CO2-opslag en warmte-koudeopslag in de context van energietransitie,"CO2-opslag, warmte-koudeopslag, energietransitie",1,1,1,1,2,1,1,health_environment,2,0,False
1141,pvdd,2012,pvdd-2012.pdf,26-28,"Nederland is een klein land. Toch hebben we grote invloed op andere gebieden in de wereld. We leggen beslag op landbouwgronden in ontwikkelingslanden, importeren schaarse grondstoffen en zijn een van de meest vervuilende landen. We plegen roofbouw op de aarde. Op dit moment gebruiken de inwoners van Europese landen zelfs bijna drie keer de gebruiksruimte die per wereldbewoner beschikbaar is. Volgens de Verenigde Naties heeft op korte termijn 70% van de wereldbevolking geen of beperkte toegang tot schoon drinkwater. Experts verwachten dat honderden miljoenen mensen per jaar moeten vluchten voor natuurrampen als we de opwarming van de aarde niet stoppen. Defensiespecialisten waarschuwen dan ook dat de verwoesting van de leefomgeving in de toekomst tot oorlogen zal leiden. Alle inspanningen moeten er op gericht zijn om dat te voorkomen.",Bevat expliciete verwijzing naar opwarming van de aarde en klimaatgerelateerde natuurrampen die tot vluchtelingenstromen leiden,"klimaatverandering, opwarming aarde, natuurrampen, klimaatvluchtelingen",1,4,4,4,4,4,2,moral,4,5,False
1142,pvdd,2012,pvdd-2012.pdf,26-28,"De westerse overconsumptie ondermijnt de draagkracht van de aarde en de positie van mensen in arme gebieden in de wereld. Zij worden het eerst en het hardst geraakt door uitputting van natuurlijke hulpbronnen, droogte en overstromingen. De Partij voor de Dieren wil dat Nederland en Europa investeren in effectieve oplossingen. Duurzaamheid, onderwijs, gezondheid, kinderrechten en gelijke behandeling van mannen en vrouwen zijn daarbij de speerpunten.",Koppelt droogte en overstromingen als klimaatgevolgen aan overconsumptie en noemt duurzaamheid als oplossing,"klimaatgevolgen, droogte, overstromingen, duurzaamheid, overconsumptie",1,4,2,1,4,3,2,moral,4,3,False
1143,pvdd,2012,pvdd-2012.pdf,28-30,"De wijze waarop Nederlanders en andere Europeanen consumeren en produceren heeft een directe invloed op het leven van mensen in andere landen. Al het Nederlandse en Europese beleid moet daarom worden beoordeeld op de gevolgen voor mensen elders in de wereld. De aarde biedt genoeg voor ieders behoefte, maar niet voor ieders hebzucht. Ons handelen mag de problemen elders in de wereld niet vergroten. Mededogen en duurzaamheid moeten richtinggevend zijn in het buitenlandbeleid.",Koppelt consumptie- en productiepatronen aan internationale gevolgen met expliciete nadruk op duurzaamheid als leidend principe.,"duurzaamheid, internationale klimaatverantwoordelijkheid",1,4,1,1,2,1,2,moral,4,1,False
1144,pvdd,2012,pvdd-2012.pdf,28-30,"De prioriteit wordt gelegd bij schoon drinkwater en hygiëne, goede (preventieve) gezondheidszorg, toegang tot essentiële medicijnen en anticonceptie, onderwijs, schone energie en het ondersteunen van emancipatiebewegingen. Op deze wijze wordt bijgedragen aan het remmen van de bevolkingsgroei en krijgen democratiseringsprocessen een kans.",Benoemt schone energie als ontwikkelingsprioriteit in de context van duurzame ontwikkeling.,"schone energie, duurzame ontwikkeling",1,1,1,1,1,1,1,economic,1,0,False
1145,pvdd,2012,pvdd-2012.pdf,28-30,"Mensen in ontwikkelingslanden zijn voor hun voedsel direct afhankelijk van de kwaliteit van hun omgeving: een vruchtbare bodem, schoon water, biodiversiteit en de aanwezigheid van andere noodzakelijke hulpbronnen. Om de gevolgen van klimaatverandering te bestrijden en de verwoestijning te stoppen maakt Nederland zich sterk voor het herstel van ecosystemen en het beschermen van bestaande natuur. Nederland stopt met het stimuleren en exporteren van systemen voor intensieve landbouw. In plaats daarvan wordt geïnvesteerd in de regionale, agro-ecologische landbouw.","Expliciete koppeling tussen voedselzekerheid, ecosysteemherstel en het bestrijden van klimaatverandering.","klimaatverandering, ecosysteemherstel, agro-ecologische landbouw, voedselzekerheid",1,3,2,1,4,2,2,health_environment,4,2,False
1146,pvdd,2012,pvdd-2012.pdf,28-30,"Slachtoffers van oorlog en geweld, onderdrukking en vervolging, honger, klimaatverandering en natuurrampen moeten worden geholpen.",Benoemt klimaatverandering expliciet als oorzaak van vluchtelingenstromen die humanitaire hulp vereisen.,"klimaatverandering, klimaatvluchtelingen",1,4,1,1,2,1,1,moral,4,1,False
1147,pvdd,2012,pvdd-2012.pdf,28-30,"De huidige internationale verdragen op het gebied van biodiversiteit en klimaat worden niet of nauwelijks nageleefd. De tijd van vrijblijvendheid is voorbij, vindt de Partij voor de Dieren. De gezamenlijke verantwoordelijkheid die landen dragen voor het leefbaar houden van de aarde moet vertaald worden naar harde, afdwingbare afspraken. Landen die zich niet houden aan afspraken in milieuverdragen moeten internationaal tot de orde worden geroepen. Nederland maakt zich sterk voor de oprichting van een Internationaal Milieugerechtshof in Den Haag. In toekomstige klimaat-, milieu- en natuurverdragen worden concrete tussendoelen opgenomen, waarover landen verantwoording moeten afleggen.",Pleit voor juridisch afdwingbare internationale klimaatverdragen en concrete klimaatdoelen met verantwoordingsmechanismen.,"internationale klimaatverdragen, klimaatdoelen, internationale klimaatrechtsorde",1,4,2,1,3,4,2,moral,4,3,False
1148,pvdd,2012,pvdd-2012.pdf,28-30,Nederland moet voorop gaan lopen met ambitieuze afspraken in internationale milieuverdragen. Om resultaat te boeken bij internationale conferenties vormt Nederland coalities met andere landen voor het,Benadrukt Nederlandse klimaatleiderschap en internationale samenwerking bij milieuverdragen.,"internationale klimaatsamenwerking, klimaatleiderschap",1,1,1,1,1,1,1,economic,1,0,False
1149,pvdd,2012,pvdd-2012.pdf,30-31,"landen dragen voor het leefbaar houden van de aarde moet vertaald worden naar harde, afdwingbare afspraken. Een internationale rechtsorde voor onze leefomgeving. Landen die zich niet houden aan afspraken in milieuverdragen moeten internationaal tot de orde worden geroepen. • Nederland maakt zich sterk voor de oprichting van een Internationaal Milieugerechtshof in Den Haag. • In toekomstige klimaat-, milieu- en natuurverdragen worden concrete tussendoelen opgenomen, waarover landen verantwoording moeten afleggen.","Direct over klimaatverdragen, internationale klimaatafspraken en afdwingbaarheid van klimaatbeleid","klimaatverdragen, internationale klimaatafspraken, klimaatdoelen",1,4,1,1,2,3,2,moral,4,2,False
1150,pvdd,2012,pvdd-2012.pdf,30-31,Het goede voorbeeld geven. Nederland moet voorop gaan lopen met ambitieuze afspraken in internationale milieuverdragen. • Om resultaat te boeken bij internationale conferenties vormt Nederland coalities met andere landen voor het stellen van ambitieuze internationale doelen. Deze coalitielanden implementeren de beoogde doelen in ieder geval zelf – los van het resultaat van de conferentie.,Over Nederlandse leidersrol in internationale klimaat- en milieuverdragen en coalitievorming voor ambitieuze klimaatdoelen,"internationale klimaatconferenties, klimaatdoelen, klimaatdiplomatie",1,2,1,1,1,1,1,moral,2,0,False
1151,pvdd,2012,pvdd-2012.pdf,30-31,De Partij voor de Dieren is voor internationale en Europese samenwerking. Dit is belangrijk voor de vrede en nodig om mondiale milieu- en klimaatproblemen aan te pakken.,Expliciet over de noodzaak van Europese samenwerking om mondiale klimaatproblemen aan te pakken,"internationale samenwerking, klimaatproblemen, Europese klimaatpolitiek",1,1,1,1,2,1,1,health_environment,2,0,False
1152,pvdd,2012,pvdd-2012.pdf,30-31,Om conflicten te voorkomen moeten we de aarde duurzaam beheren en zorgen voor een rechtvaardige verdeling van voedsel en hulpbronnen.,"Over duurzaam beheer van de aarde als preventie van conflicten, relevant voor klimaatgerelateerde conflictpreventie","duurzaam beheer, hulpbronnenverdeeling, klimaatconflicten",1,4,1,1,1,1,2,moral,4,1,False
1153,pvdd,2012,pvdd-2012.pdf,35-36,"Een duurzame en gezonde samenleving begint op school. Er komt dieren-, natuur- en milieuonderwijs voor leerlingen op basis- en middelbare scholen waar ze leren als verantwoordelijke burgers om te gaan met de aarde en al haar bewoners.","Betreft milieuonderwijs dat leerlingen leert omgaan met de aarde, wat klimaatbewustzijn en duurzaam gedrag bevordert","duurzaamheid, milieuonderwijs, klimaatbewustzijn",1,3,1,1,2,1,1,moral,3,1,False
1154,pvdd,2012,pvdd-2012.pdf,36-38,"Terug naar business as usual is niet langer een optie. Als we door blijven gaan op het huidige economische pad, lopen we grote risico's op onomkeerbare schade aan klimaat, de voorraad natuurlijke hulpbronnen en de biodiversiteit. Uit het oogpunt van het voorzorgsbeginsel is dit niet verantwoord. Bovendien zijn de kosten veel hoger als er niet wordt opgetreden dan wanneer er nú effectief wordt opgetreden. De Partij voor de Dieren wil naar een samenleving waar vervuilers betalen voor de maatschappelijke problemen die ze veroorzaken en waar een duurzame keuze wordt beloond. Een samenleving waar men werkt om te leven, niet andersom. Waar banken en woningcorporaties ten dienste staan van mensen.",Behandelt klimaatschade door economische activiteit en pleit voor vervuiler-betaalt principe,"klimaatschade, voorzorgsbeginsel, vervuiler-betaalt",3,4,2,1,3,4,2,moral,4,4,False
1155,pvdd,2012,pvdd-2012.pdf,38-40,"De belastingkortingen voor producenten en (groot-) verbruikers van fossiele energie worden afgeschaft. De bestaande milieubelastingen worden verhoogd, de belastingen die recent zijn afgeschaft zoals de verpakkingenbelasting worden weer ingevoerd. Er komt een heffing op het bebouwen van eerder onbebouwde grond. De hoogte van die heffing wordt bepaald door de maatschappelijke waarde van de verloren open ruimte. De landbouwvrijstelling wordt afgeschaft, behalve voor biologische bedrijven. Er komt een CO2-belasting op producten en diensten. De energiebelasting wordt gedifferentieerd: kolenstroom wordt duurder dan gas, groene stroom wordt minder belast. De accijnsvrijstelling voor rode diesel, LPG en kerosine wordt in zijn geheel afgeschaft.","Dit gaat over CO2-belasting, fossiele energieheffingen en energiebeleid ter ondersteuning van de energietransitie.","CO2-belasting, fossiele brandstoffen, energietransitie, groene energie",3,1,2,1,3,2,2,economic,3,2,False
1156,pvdd,2012,pvdd-2012.pdf,38-40,De belastingvrijstelling voor bestelauto's en taxi's blijft alleen gelden voor auto's met een lage CO2-uitstoot.,Dit koppelt fiscaal beleid aan CO2-reductiedoelen in het transport.,"CO2-reductie, transport",1,1,2,1,2,1,1,scientific,2,0,False
1157,pvdd,2012,pvdd-2012.pdf,38-40,In de prijs van vliegtickets worden via een accijns de negatieve milieueffecten van het vliegverkeer in rekening gebracht. Nederland voert deze maatregel zelf in en gaat deze ook bepleiten in de Europese Unie.,Dit betreft klimaatbeleid voor de luchtvaart door internalisering van milieukosten.,"luchtvaart, milieueffecten, klimaatbeleid",2,1,1,1,3,1,2,health_environment,3,1,False
1158,pvdd,2012,pvdd-2012.pdf,39-41,"Er komt een groene investeringsbank, in handen van de overheid, om de transitie naar een duurzame economie in samenwerking met private groene banken te bewerkstelligen.",Dit voorstel richt zich op financiering van de transitie naar een duurzame economie.,"groene investeringen, duurzame economie, energietransitie",3,1,1,1,1,1,1,economic,3,1,False
1159,pvdd,2012,pvdd-2012.pdf,39-41,De Partij voor de Dieren wil de woningvoorraad verduurzamen en de woningmarkt geleidelijk hervormen.,Verduurzaming van woningvoorraad heeft directe klimaatimplicaties door energiebesparing.,"verduurzaming, woningbouw, energiebesparing",1,1,1,1,2,1,1,health_environment,2,0,False
1160,pvdd,2012,pvdd-2012.pdf,41-42,"Duurzaam wonen. We willen de woningvoorraad ten minste energieneutraal maken. Beter nog is het als gebouwen en woningen meer energie opwekken dan ze gebruiken. Dat levert milieuwinst, banen en een lagere energierekening op. • Woningcorporaties worden verplicht om jaarlijks een deel van hun woningbestand te isoleren. • Gemeenten gaan actief aan de slag met het vergroenen van hun wijken; nationale regels vormen hierbij geen belemmering. • Er wordt in elke gemeente een coördinator aangesteld die bewoners met raad en daad ondersteunt wanneer zij hun wijk willen verduurzamen. • De bestaande overheidsgebouwen worden binnen vijf jaar energieneutraal gemaakt en voorzien van zonnepanelen. • Alle nieuw gebouwde woningen worden vanaf nu ten minste energieneutraal. • Energierenovaties worden aangemoedigd door toepassing van het lage BTW-tarief. • De Onroerendezaakbelasting (OZB) wordt gedifferentieerd naar energieverbruik.","Deze passage bevat concrete beleidsvoorstellen voor energieneutrale woningen, zonne-energie, isolatie en energiebesparende maatregelen in de gebouwde omgeving","energieneutraal, zonne-energie, energierenovatie, energiebesparing, gebouwde omgeving",3,2,2,1,3,2,2,economic,3,2,False
1161,pvdd,2012,pvdd-2012.pdf,41-42,Door het belastingstelsel te vergroenen kan de belasting op arbeid omlaag. Hierdoor is het voor bedrijven eenvoudiger om mensen in dienst te nemen en kan Nederland banen behouden en creëren. Kortere werkweken dragen bij aan een betere verdeling van het beschikbare werk en brengen tegelijkertijd de werkeloosheid en de milieudruk van onze samenleving omlaag.,Dit fragment behandelt vergroening van het belastingstelsel en reductie van milieudruk als onderdeel van arbeidsmarktbeleid,"vergroening belastingstelsel, milieudruk",4,1,1,1,3,1,2,economic,4,2,False
1162,pvdd,2017,pvdd-2017.pdf,1-3,"De grootste uitdaging van dit moment is de aarde leefbaar te houden voor toekomstige generaties. Een aarde met schone lucht, schoon water, soortenrijkdom, een vruchtbare bodem en leven in harmonie met álle andere bewoners van deze planeet.",Beschrijft de kern van klimaat- en duurzaamheidsuitdagingen met focus op het leefbaar houden van de aarde voor toekomstige generaties,"klimaatverandering, duurzaamheid, leefbaarheid",1,4,1,1,2,2,1,moral,4,1,False
1163,pvdd,2017,pvdd-2017.pdf,1-3,"De huidige economie is er vooral op gericht om alles wat onze planeet te bieden heeft zo snel mogelijk te gelde te maken. Wij willen een economie die ten dienste staat van alles wat het leven de moeite waard maakt. Zoals de bestrijding van armoede, de bevordering van gelijkheid, veiligheid en de leefbaarheid van de aarde.",Koppelt economisch systeem aan leefbaarheid van de aarde en pleit voor economische transitie,"duurzame economie, leefbaarheid, economische transitie",2,3,1,1,2,1,2,moral,3,1,False
1164,pvdd,2017,pvdd-2017.pdf,1-3,We lijken de eerste generatie te zijn die geconfronteerd wordt met nauwelijks beheersbare veranderingen die alles zullen vragen van ons vernuft en onze innovatieve krachten om de aarde leefbaar te houden.,"Verwijst naar nauwelijks beheersbare veranderingen die de leefbaarheid van de aarde bedreigen, wat direct verwijst naar klimaatverandering","klimaatverandering, leefbaarheid, innovatie",1,2,1,1,1,4,1,crisis_urgency,4,1,False
